%Standard Solar Model (BP2000)
%
%astro-ph/0010346
%
%Columns in the Standard Model table (below) represent:
%
%1)  Mass fraction in units of the solar mass
%2)  Radius of the zone in units of one solar radius
%3)  Temperature in units of deg (K)
%4)  Density in units of g/cm^3
%5)  Pressure in units of dyn/cm^2
%6)  Luminosity fraction in units of the solar luminosity
%7)  X(^1H): the hydrogen mass fraction
%8)  X(^4He): the helium 4 mass fraction
%9)  X(^3He): the helium 3 mass fraction
%10) X(^12C): the carbon 12 mass fraction
%11) X(^14N): the nitrogen 14 mass fraction
%12) X(^16O): the oxygen 16 mass fraction
%
%The Table begins here.
%
%
M/Msun    R/Rsun      T         Rho        P        L/Lsun     X       Y        He3       C12       N14       O16 
0.0000298  0.00650  1.568e+07  1.524e+02  2.336e+17  0.00027  0.33973  0.64046  7.44e-06  2.40e-05  5.45e-03  8.67e-03
0.0000312  0.00661  1.568e+07  1.524e+02  2.335e+17  0.00028  0.33977  0.64042  7.44e-06  2.40e-05  5.45e-03  8.67e-03
0.0000327  0.00671  1.568e+07  1.524e+02  2.335e+17  0.00029  0.33981  0.64038  7.45e-06  2.40e-05  5.45e-03  8.67e-03
0.0000342  0.00681  1.568e+07  1.524e+02  2.335e+17  0.00031  0.33986  0.64033  7.45e-06  2.40e-05  5.45e-03  8.67e-03
0.0000358  0.00692  1.568e+07  1.524e+02  2.335e+17  0.00032  0.33991  0.64028  7.45e-06  2.40e-05  5.45e-03  8.67e-03
0.0000375  0.00702  1.568e+07  1.524e+02  2.334e+17  0.00033  0.33995  0.64024  7.46e-06  2.40e-05  5.45e-03  8.67e-03
0.0000393  0.00713  1.568e+07  1.523e+02  2.334e+17  0.00035  0.34000  0.64019  7.46e-06  2.40e-05  5.45e-03  8.67e-03
0.0000411  0.00724  1.568e+07  1.523e+02  2.334e+17  0.00037  0.34005  0.64014  7.46e-06  2.40e-05  5.45e-03  8.67e-03
0.0000431  0.00735  1.568e+07  1.523e+02  2.334e+17  0.00038  0.34011  0.64008  7.47e-06  2.40e-05  5.45e-03  8.67e-03
0.0000451  0.00747  1.568e+07  1.523e+02  2.333e+17  0.00040  0.34016  0.64003  7.47e-06  2.40e-05  5.45e-03  8.67e-03
0.0000472  0.00758  1.568e+07  1.523e+02  2.333e+17  0.00042  0.34022  0.63997  7.47e-06  2.40e-05  5.45e-03  8.67e-03
0.0000494  0.00770  1.568e+07  1.522e+02  2.333e+17  0.00044  0.34028  0.63991  7.48e-06  2.40e-05  5.45e-03  8.67e-03
0.0000518  0.00782  1.567e+07  1.522e+02  2.333e+17  0.00046  0.34033  0.63986  7.48e-06  2.40e-05  5.45e-03  8.67e-03
0.0000542  0.00794  1.567e+07  1.522e+02  2.332e+17  0.00048  0.34040  0.63979  7.49e-06  2.39e-05  5.45e-03  8.67e-03
0.0000568  0.00807  1.567e+07  1.522e+02  2.332e+17  0.00051  0.34046  0.63973  7.49e-06  2.39e-05  5.45e-03  8.67e-03
0.0000594  0.00819  1.567e+07  1.522e+02  2.332e+17  0.00053  0.34053  0.63967  7.50e-06  2.39e-05  5.45e-03  8.67e-03
0.0000622  0.00832  1.567e+07  1.521e+02  2.331e+17  0.00055  0.34059  0.63960  7.50e-06  2.39e-05  5.45e-03  8.67e-03
0.0000652  0.00845  1.567e+07  1.521e+02  2.331e+17  0.00058  0.34066  0.63953  7.51e-06  2.39e-05  5.45e-03  8.68e-03
0.0000682  0.00858  1.567e+07  1.521e+02  2.331e+17  0.00061  0.34073  0.63946  7.51e-06  2.39e-05  5.45e-03  8.68e-03
0.0000714  0.00871  1.567e+07  1.520e+02  2.330e+17  0.00064  0.34081  0.63938  7.52e-06  2.39e-05  5.45e-03  8.68e-03
0.0000748  0.00884  1.567e+07  1.520e+02  2.330e+17  0.00067  0.34088  0.63931  7.52e-06  2.39e-05  5.44e-03  8.68e-03
0.0000783  0.00898  1.567e+07  1.520e+02  2.330e+17  0.00070  0.34096  0.63923  7.53e-06  2.39e-05  5.44e-03  8.68e-03
0.0000820  0.00912  1.567e+07  1.520e+02  2.329e+17  0.00073  0.34104  0.63915  7.53e-06  2.39e-05  5.44e-03  8.68e-03
0.0000859  0.00926  1.567e+07  1.519e+02  2.329e+17  0.00077  0.34113  0.63906  7.54e-06  2.39e-05  5.44e-03  8.68e-03
0.0000899  0.00941  1.566e+07  1.519e+02  2.328e+17  0.00080  0.34121  0.63898  7.54e-06  2.39e-05  5.44e-03  8.68e-03
0.0000942  0.00955  1.566e+07  1.519e+02  2.328e+17  0.00084  0.34130  0.63889  7.55e-06  2.39e-05  5.44e-03  8.68e-03
0.0000986  0.00970  1.566e+07  1.518e+02  2.327e+17  0.00088  0.34140  0.63880  7.56e-06  2.39e-05  5.44e-03  8.68e-03
0.0001033  0.00985  1.566e+07  1.518e+02  2.327e+17  0.00092  0.34149  0.63870  7.56e-06  2.39e-05  5.44e-03  8.68e-03
0.0001081  0.01000  1.566e+07  1.518e+02  2.326e+17  0.00096  0.34159  0.63861  7.57e-06  2.39e-05  5.44e-03  8.68e-03
0.0001132  0.01016  1.566e+07  1.517e+02  2.326e+17  0.00101  0.34169  0.63851  7.58e-06  2.39e-05  5.44e-03  8.68e-03
0.0001186  0.01032  1.566e+07  1.517e+02  2.325e+17  0.00106  0.34179  0.63840  7.58e-06  2.39e-05  5.44e-03  8.68e-03
0.0001242  0.01048  1.566e+07  1.516e+02  2.325e+17  0.00111  0.34190  0.63830  7.59e-06  2.39e-05  5.44e-03  8.68e-03
0.0001300  0.01064  1.566e+07  1.516e+02  2.324e+17  0.00116  0.34201  0.63819  7.60e-06  2.39e-05  5.44e-03  8.69e-03
0.0001361  0.01080  1.565e+07  1.516e+02  2.324e+17  0.00121  0.34212  0.63807  7.61e-06  2.38e-05  5.43e-03  8.69e-03
0.0001426  0.01097  1.565e+07  1.515e+02  2.323e+17  0.00127  0.34224  0.63796  7.62e-06  2.38e-05  5.43e-03  8.69e-03
0.0001493  0.01114  1.565e+07  1.515e+02  2.323e+17  0.00133  0.34236  0.63784  7.62e-06  2.38e-05  5.43e-03  8.69e-03
0.0001563  0.01131  1.565e+07  1.514e+02  2.322e+17  0.00139  0.34248  0.63771  7.63e-06  2.38e-05  5.43e-03  8.69e-03
0.0001637  0.01149  1.565e+07  1.514e+02  2.321e+17  0.00146  0.34261  0.63758  7.64e-06  2.38e-05  5.43e-03  8.69e-03
0.0001714  0.01167  1.565e+07  1.513e+02  2.321e+17  0.00152  0.34274  0.63745  7.65e-06  2.38e-05  5.43e-03  8.69e-03
0.0001795  0.01185  1.565e+07  1.513e+02  2.320e+17  0.00160  0.34288  0.63732  7.66e-06  2.38e-05  5.43e-03  8.69e-03
0.0001879  0.01203  1.565e+07  1.512e+02  2.319e+17  0.00167  0.34302  0.63717  7.67e-06  2.38e-05  5.43e-03  8.69e-03
0.0001968  0.01222  1.564e+07  1.512e+02  2.319e+17  0.00175  0.34316  0.63703  7.68e-06  2.38e-05  5.43e-03  8.69e-03
0.0002061  0.01241  1.564e+07  1.511e+02  2.318e+17  0.00183  0.34331  0.63688  7.69e-06  2.38e-05  5.43e-03  8.69e-03
0.0002158  0.01260  1.564e+07  1.511e+02  2.317e+17  0.00192  0.34347  0.63673  7.70e-06  2.38e-05  5.43e-03  8.69e-03
0.0002259  0.01280  1.564e+07  1.510e+02  2.317e+17  0.00201  0.34363  0.63657  7.71e-06  2.38e-05  5.42e-03  8.70e-03
0.0002366  0.01300  1.564e+07  1.509e+02  2.316e+17  0.00210  0.34379  0.63641  7.73e-06  2.37e-05  5.42e-03  8.70e-03
0.0002477  0.01320  1.563e+07  1.509e+02  2.315e+17  0.00220  0.34396  0.63624  7.74e-06  2.37e-05  5.42e-03  8.70e-03
0.0002594  0.01341  1.563e+07  1.508e+02  2.314e+17  0.00230  0.34413  0.63606  7.75e-06  2.37e-05  5.42e-03  8.70e-03
0.0002716  0.01362  1.563e+07  1.508e+02  2.313e+17  0.00241  0.34431  0.63588  7.76e-06  2.37e-05  5.42e-03  8.70e-03
0.0002844  0.01383  1.563e+07  1.507e+02  2.312e+17  0.00252  0.34450  0.63570  7.78e-06  2.37e-05  5.42e-03  8.70e-03
0.0002979  0.01404  1.563e+07  1.506e+02  2.311e+17  0.00264  0.34469  0.63551  7.79e-06  2.37e-05  5.42e-03  8.70e-03
0.0003119  0.01426  1.562e+07  1.505e+02  2.310e+17  0.00276  0.34488  0.63531  7.81e-06  2.37e-05  5.41e-03  8.70e-03
0.0003266  0.01448  1.562e+07  1.505e+02  2.309e+17  0.00289  0.34509  0.63511  7.82e-06  2.36e-05  5.41e-03  8.71e-03
0.0003420  0.01471  1.562e+07  1.504e+02  2.308e+17  0.00303  0.34530  0.63490  7.84e-06  2.36e-05  5.41e-03  8.71e-03
0.0003581  0.01494  1.562e+07  1.503e+02  2.307e+17  0.00317  0.34551  0.63469  7.85e-06  2.36e-05  5.41e-03  8.71e-03
0.0003750  0.01517  1.562e+07  1.502e+02  2.306e+17  0.00332  0.34573  0.63447  7.87e-06  2.36e-05  5.41e-03  8.71e-03
0.0003926  0.01541  1.561e+07  1.501e+02  2.305e+17  0.00347  0.34596  0.63424  7.88e-06  2.36e-05  5.41e-03  8.71e-03
0.0004111  0.01565  1.561e+07  1.501e+02  2.304e+17  0.00364  0.34620  0.63400  7.90e-06  2.36e-05  5.41e-03  8.71e-03
0.0004305  0.01589  1.561e+07  1.500e+02  2.303e+17  0.00381  0.34644  0.63376  7.92e-06  2.36e-05  5.40e-03  8.72e-03
0.0004508  0.01614  1.560e+07  1.499e+02  2.302e+17  0.00398  0.34669  0.63351  7.94e-06  2.36e-05  5.40e-03  8.72e-03
0.0004721  0.01639  1.560e+07  1.498e+02  2.300e+17  0.00417  0.34695  0.63326  7.95e-06  2.35e-05  5.40e-03  8.72e-03
0.0004943  0.01665  1.560e+07  1.497e+02  2.299e+17  0.00436  0.34721  0.63299  7.97e-06  2.35e-05  5.40e-03  8.72e-03
0.0005176  0.01691  1.560e+07  1.496e+02  2.298e+17  0.00457  0.34749  0.63272  7.99e-06  2.35e-05  5.40e-03  8.72e-03
0.0005420  0.01717  1.559e+07  1.495e+02  2.296e+17  0.00478  0.34777  0.63243  8.02e-06  2.35e-05  5.39e-03  8.72e-03
0.0005675  0.01744  1.559e+07  1.494e+02  2.295e+17  0.00500  0.34806  0.63214  8.04e-06  2.35e-05  5.39e-03  8.73e-03
0.0005943  0.01771  1.559e+07  1.493e+02  2.294e+17  0.00524  0.34836  0.63184  8.06e-06  2.35e-05  5.39e-03  8.73e-03
0.0006223  0.01799  1.558e+07  1.492e+02  2.292e+17  0.00548  0.34867  0.63154  8.08e-06  2.34e-05  5.39e-03  8.73e-03
0.0006516  0.01827  1.558e+07  1.490e+02  2.290e+17  0.00574  0.34899  0.63122  8.10e-06  2.34e-05  5.39e-03  8.73e-03
0.0006823  0.01855  1.558e+07  1.489e+02  2.289e+17  0.00600  0.34931  0.63089  8.13e-06  2.34e-05  5.39e-03  8.73e-03
0.0007145  0.01884  1.557e+07  1.488e+02  2.287e+17  0.00628  0.34965  0.63055  8.16e-06  2.34e-05  5.38e-03  8.74e-03
0.0007482  0.01914  1.557e+07  1.487e+02  2.286e+17  0.00657  0.35000  0.63021  8.18e-06  2.33e-05  5.38e-03  8.74e-03
0.0007834  0.01944  1.556e+07  1.485e+02  2.284e+17  0.00688  0.35036  0.62985  8.21e-06  2.33e-05  5.38e-03  8.74e-03
0.0008204  0.01974  1.556e+07  1.484e+02  2.282e+17  0.00720  0.35073  0.62948  8.24e-06  2.33e-05  5.37e-03  8.74e-03
0.0008590  0.02005  1.556e+07  1.483e+02  2.280e+17  0.00753  0.35111  0.62910  8.26e-06  2.33e-05  5.37e-03  8.75e-03
0.0008995  0.02036  1.555e+07  1.481e+02  2.278e+17  0.00788  0.35150  0.62870  8.29e-06  2.33e-05  5.37e-03  8.75e-03
0.0009419  0.02068  1.555e+07  1.480e+02  2.276e+17  0.00825  0.35191  0.62830  8.33e-06  2.32e-05  5.37e-03  8.75e-03
0.0009863  0.02101  1.554e+07  1.478e+02  2.274e+17  0.00863  0.35233  0.62788  8.36e-06  2.32e-05  5.36e-03  8.75e-03
0.0010328  0.02134  1.554e+07  1.477e+02  2.272e+17  0.00903  0.35276  0.62745  8.39e-06  2.32e-05  5.36e-03  8.76e-03
0.0010814  0.02167  1.553e+07  1.475e+02  2.270e+17  0.00945  0.35320  0.62701  8.42e-06  2.32e-05  5.36e-03  8.76e-03
0.0011324  0.02201  1.553e+07  1.473e+02  2.268e+17  0.00989  0.35365  0.62656  8.46e-06  2.31e-05  5.36e-03  8.76e-03
0.0011858  0.02236  1.552e+07  1.472e+02  2.265e+17  0.01035  0.35412  0.62609  8.50e-06  2.31e-05  5.35e-03  8.76e-03
0.0012417  0.02271  1.552e+07  1.470e+02  2.263e+17  0.01083  0.35461  0.62561  8.53e-06  2.31e-05  5.35e-03  8.77e-03
0.0013002  0.02307  1.551e+07  1.468e+02  2.261e+17  0.01133  0.35511  0.62511  8.57e-06  2.31e-05  5.35e-03  8.77e-03
0.0013614  0.02343  1.551e+07  1.466e+02  2.258e+17  0.01185  0.35562  0.62459  8.61e-06  2.30e-05  5.34e-03  8.77e-03
0.0014256  0.02380  1.550e+07  1.464e+02  2.256e+17  0.01240  0.35615  0.62407  8.65e-06  2.30e-05  5.34e-03  8.78e-03
0.0014928  0.02417  1.549e+07  1.462e+02  2.253e+17  0.01297  0.35669  0.62352  8.70e-06  2.29e-05  5.34e-03  8.78e-03
0.0015631  0.02455  1.549e+07  1.460e+02  2.250e+17  0.01357  0.35726  0.62296  8.74e-06  2.29e-05  5.33e-03  8.78e-03
0.0016368  0.02494  1.548e+07  1.458e+02  2.247e+17  0.01420  0.35783  0.62238  8.79e-06  2.29e-05  5.33e-03  8.79e-03
0.0017140  0.02533  1.547e+07  1.456e+02  2.245e+17  0.01485  0.35843  0.62179  8.83e-06  2.28e-05  5.33e-03  8.79e-03
0.0017947  0.02573  1.547e+07  1.454e+02  2.242e+17  0.01554  0.35904  0.62118  8.88e-06  2.28e-05  5.32e-03  8.79e-03
0.0018793  0.02614  1.546e+07  1.452e+02  2.238e+17  0.01625  0.35968  0.62055  8.93e-06  2.28e-05  5.32e-03  8.80e-03
0.0019679  0.02655  1.545e+07  1.449e+02  2.235e+17  0.01700  0.36033  0.61990  8.98e-06  2.27e-05  5.32e-03  8.80e-03
0.0020606  0.02697  1.545e+07  1.447e+02  2.232e+17  0.01778  0.36100  0.61923  9.04e-06  2.27e-05  5.31e-03  8.80e-03
0.0021577  0.02740  1.544e+07  1.444e+02  2.229e+17  0.01860  0.36169  0.61854  9.10e-06  2.27e-05  5.31e-03  8.81e-03
0.0022594  0.02783  1.543e+07  1.442e+02  2.225e+17  0.01945  0.36240  0.61783  9.15e-06  2.26e-05  5.30e-03  8.81e-03
0.0023659  0.02827  1.542e+07  1.439e+02  2.222e+17  0.02034  0.36313  0.61710  9.21e-06  2.26e-05  5.30e-03  8.82e-03
0.0024774  0.02872  1.541e+07  1.437e+02  2.218e+17  0.02128  0.36388  0.61635  9.28e-06  2.25e-05  5.29e-03  8.82e-03
0.0025942  0.02918  1.540e+07  1.434e+02  2.214e+17  0.02225  0.36466  0.61557  9.34e-06  2.25e-05  5.29e-03  8.82e-03
0.0027164  0.02964  1.540e+07  1.431e+02  2.210e+17  0.02327  0.36545  0.61478  9.41e-06  2.25e-05  5.28e-03  8.83e-03
0.0028445  0.03011  1.539e+07  1.428e+02  2.206e+17  0.02433  0.36628  0.61396  9.48e-06  2.24e-05  5.28e-03  8.83e-03
0.0029785  0.03059  1.538e+07  1.425e+02  2.202e+17  0.02544  0.36712  0.61311  9.55e-06  2.24e-05  5.28e-03  8.84e-03
0.0031189  0.03108  1.537e+07  1.422e+02  2.198e+17  0.02660  0.36799  0.61224  9.62e-06  2.23e-05  5.27e-03  8.84e-03
0.0032659  0.03157  1.536e+07  1.419e+02  2.194e+17  0.02781  0.36889  0.61135  9.70e-06  2.23e-05  5.27e-03  8.85e-03
0.0034198  0.03208  1.535e+07  1.415e+02  2.189e+17  0.02908  0.36981  0.61043  9.78e-06  2.22e-05  5.26e-03  8.85e-03
0.0035810  0.03259  1.534e+07  1.412e+02  2.185e+17  0.03040  0.37076  0.60948  9.86e-06  2.22e-05  5.26e-03  8.86e-03
0.0037497  0.03311  1.532e+07  1.409e+02  2.180e+17  0.03178  0.37174  0.60850  9.95e-06  2.21e-05  5.25e-03  8.86e-03
0.0039265  0.03364  1.531e+07  1.405e+02  2.175e+17  0.03322  0.37274  0.60750  1.00e-05  2.21e-05  5.24e-03  8.86e-03
0.0041115  0.03418  1.530e+07  1.401e+02  2.170e+17  0.03472  0.37378  0.60647  1.01e-05  2.20e-05  5.24e-03  8.87e-03
0.0043053  0.03473  1.529e+07  1.398e+02  2.165e+17  0.03629  0.37484  0.60540  1.02e-05  2.19e-05  5.23e-03  8.87e-03
0.0045082  0.03528  1.528e+07  1.394e+02  2.159e+17  0.03793  0.37594  0.60431  1.03e-05  2.19e-05  5.23e-03  8.88e-03
0.0047206  0.03585  1.526e+07  1.390e+02  2.154e+17  0.03964  0.37707  0.60319  1.04e-05  2.18e-05  5.22e-03  8.89e-03
0.0049431  0.03643  1.525e+07  1.386e+02  2.148e+17  0.04143  0.37822  0.60203  1.05e-05  2.18e-05  5.22e-03  8.89e-03
0.0051761  0.03701  1.524e+07  1.382e+02  2.142e+17  0.04329  0.37942  0.60084  1.06e-05  2.17e-05  5.21e-03  8.90e-03
0.0054200  0.03761  1.522e+07  1.377e+02  2.136e+17  0.04524  0.38064  0.59962  1.08e-05  2.16e-05  5.21e-03  8.90e-03
0.0056754  0.03821  1.521e+07  1.373e+02  2.130e+17  0.04726  0.38190  0.59836  1.09e-05  2.16e-05  5.20e-03  8.90e-03
0.0059429  0.03883  1.519e+07  1.369e+02  2.124e+17  0.04938  0.38320  0.59706  1.10e-05  2.15e-05  5.19e-03  8.91e-03
0.0062230  0.03946  1.518e+07  1.364e+02  2.117e+17  0.05159  0.38453  0.59573  1.11e-05  2.14e-05  5.19e-03  8.92e-03
0.0065163  0.04010  1.516e+07  1.359e+02  2.111e+17  0.05389  0.38591  0.59436  1.13e-05  2.14e-05  5.18e-03  8.92e-03
0.0068234  0.04075  1.515e+07  1.354e+02  2.104e+17  0.05629  0.38732  0.59295  1.14e-05  2.13e-05  5.17e-03  8.93e-03
0.0071450  0.04141  1.513e+07  1.349e+02  2.097e+17  0.05879  0.38876  0.59151  1.15e-05  2.12e-05  5.17e-03  8.93e-03
0.0074817  0.04209  1.511e+07  1.344e+02  2.090e+17  0.06140  0.39025  0.59002  1.17e-05  2.12e-05  5.16e-03  8.94e-03
0.0078343  0.04277  1.509e+07  1.339e+02  2.082e+17  0.06412  0.39178  0.58849  1.19e-05  2.11e-05  5.15e-03  8.94e-03
0.0082035  0.04347  1.507e+07  1.334e+02  2.074e+17  0.06696  0.39336  0.58692  1.20e-05  2.10e-05  5.15e-03  8.95e-03
0.0085901  0.04418  1.506e+07  1.328e+02  2.067e+17  0.06991  0.39497  0.58531  1.22e-05  2.09e-05  5.14e-03  8.95e-03
0.0089950  0.04490  1.504e+07  1.322e+02  2.058e+17  0.07299  0.39664  0.58365  1.24e-05  2.08e-05  5.13e-03  8.96e-03
0.0094189  0.04564  1.502e+07  1.317e+02  2.050e+17  0.07619  0.39834  0.58195  1.26e-05  2.08e-05  5.13e-03  8.97e-03
0.0098628  0.04639  1.500e+07  1.311e+02  2.042e+17  0.07953  0.40009  0.58020  1.27e-05  2.07e-05  5.12e-03  8.97e-03
0.0103276  0.04715  1.497e+07  1.305e+02  2.033e+17  0.08301  0.40190  0.57840  1.29e-05  2.06e-05  5.11e-03  8.98e-03
0.0108143  0.04793  1.495e+07  1.298e+02  2.024e+17  0.08663  0.40374  0.57655  1.31e-05  2.05e-05  5.11e-03  8.98e-03
0.0113240  0.04872  1.493e+07  1.292e+02  2.015e+17  0.09040  0.40564  0.57466  1.34e-05  2.04e-05  5.10e-03  8.99e-03
0.0118577  0.04952  1.491e+07  1.285e+02  2.005e+17  0.09432  0.40759  0.57271  1.36e-05  2.03e-05  5.09e-03  8.99e-03
0.0124165  0.05034  1.488e+07  1.279e+02  1.995e+17  0.09840  0.40959  0.57072  1.38e-05  2.02e-05  5.09e-03  9.00e-03
0.0130017  0.05118  1.486e+07  1.272e+02  1.985e+17  0.10265  0.41165  0.56867  1.41e-05  2.01e-05  5.08e-03  9.00e-03
0.0136144  0.05203  1.483e+07  1.265e+02  1.975e+17  0.10706  0.41375  0.56656  1.43e-05  2.00e-05  5.07e-03  9.01e-03
0.0142561  0.05290  1.481e+07  1.258e+02  1.964e+17  0.11166  0.41591  0.56440  1.46e-05  2.00e-05  5.07e-03  9.01e-03
0.0149279  0.05378  1.478e+07  1.250e+02  1.954e+17  0.11643  0.41813  0.56219  1.49e-05  1.99e-05  5.06e-03  9.02e-03
0.0156315  0.05468  1.475e+07  1.243e+02  1.942e+17  0.12140  0.42041  0.55992  1.52e-05  1.98e-05  5.05e-03  9.02e-03
0.0163451  0.05557  1.472e+07  1.235e+02  1.931e+17  0.12639  0.42267  0.55766  1.55e-05  1.97e-05  5.05e-03  9.03e-03
0.0170641  0.05645  1.469e+07  1.228e+02  1.920e+17  0.13139  0.42490  0.55543  1.58e-05  1.96e-05  5.04e-03  9.03e-03
0.0177884  0.05731  1.467e+07  1.221e+02  1.910e+17  0.13639  0.42711  0.55323  1.61e-05  1.95e-05  5.03e-03  9.03e-03
0.0185182  0.05815  1.464e+07  1.214e+02  1.899e+17  0.14139  0.42929  0.55106  1.64e-05  1.94e-05  5.03e-03  9.04e-03
0.0192533  0.05898  1.461e+07  1.207e+02  1.888e+17  0.14639  0.43144  0.54890  1.67e-05  1.93e-05  5.02e-03  9.04e-03
0.0199939  0.05980  1.459e+07  1.200e+02  1.878e+17  0.15138  0.43358  0.54677  1.70e-05  1.92e-05  5.02e-03  9.04e-03
0.0207399  0.06061  1.456e+07  1.193e+02  1.868e+17  0.15638  0.43569  0.54466  1.73e-05  1.91e-05  5.01e-03  9.05e-03
0.0214914  0.06141  1.453e+07  1.186e+02  1.857e+17  0.16138  0.43778  0.54258  1.76e-05  1.90e-05  5.01e-03  9.05e-03
0.0222484  0.06219  1.451e+07  1.180e+02  1.847e+17  0.16638  0.43985  0.54051  1.79e-05  1.89e-05  5.00e-03  9.05e-03
0.0230109  0.06297  1.448e+07  1.173e+02  1.837e+17  0.17137  0.44190  0.53846  1.82e-05  1.88e-05  5.00e-03  9.06e-03
0.0237790  0.06374  1.446e+07  1.167e+02  1.827e+17  0.17637  0.44394  0.53643  1.86e-05  1.88e-05  4.99e-03  9.06e-03
0.0245527  0.06450  1.443e+07  1.160e+02  1.817e+17  0.18137  0.44595  0.53442  1.89e-05  1.87e-05  4.99e-03  9.06e-03
0.0253320  0.06525  1.440e+07  1.154e+02  1.807e+17  0.18637  0.44795  0.53243  1.92e-05  1.86e-05  4.98e-03  9.06e-03
0.0261169  0.06599  1.438e+07  1.147e+02  1.798e+17  0.19137  0.44993  0.53045  1.95e-05  1.85e-05  4.98e-03  9.07e-03
0.0269076  0.06673  1.435e+07  1.141e+02  1.788e+17  0.19636  0.45190  0.52849  1.99e-05  1.84e-05  4.98e-03  9.07e-03
0.0277039  0.06746  1.433e+07  1.135e+02  1.778e+17  0.20136  0.45385  0.52654  2.02e-05  1.84e-05  4.97e-03  9.07e-03
0.0285061  0.06818  1.430e+07  1.129e+02  1.769e+17  0.20636  0.45578  0.52461  2.05e-05  1.83e-05  4.97e-03  9.07e-03
0.0293141  0.06890  1.428e+07  1.123e+02  1.759e+17  0.21136  0.45770  0.52269  2.09e-05  1.82e-05  4.96e-03  9.07e-03
0.0301280  0.06961  1.425e+07  1.117e+02  1.750e+17  0.21636  0.45961  0.52079  2.12e-05  1.81e-05  4.96e-03  9.07e-03
0.0309478  0.07032  1.423e+07  1.111e+02  1.741e+17  0.22136  0.46151  0.51889  2.16e-05  1.81e-05  4.96e-03  9.07e-03
0.0317735  0.07102  1.420e+07  1.105e+02  1.731e+17  0.22635  0.46339  0.51702  2.19e-05  1.80e-05  4.95e-03  9.07e-03
0.0326052  0.07171  1.418e+07  1.099e+02  1.722e+17  0.23135  0.46526  0.51515  2.23e-05  1.79e-05  4.95e-03  9.08e-03
0.0334430  0.07241  1.415e+07  1.093e+02  1.713e+17  0.23635  0.46712  0.51330  2.27e-05  1.78e-05  4.95e-03  9.08e-03
0.0342870  0.07309  1.413e+07  1.087e+02  1.704e+17  0.24135  0.46896  0.51145  2.30e-05  1.78e-05  4.94e-03  9.08e-03
0.0351371  0.07377  1.410e+07  1.082e+02  1.695e+17  0.24635  0.47079  0.50962  2.34e-05  1.77e-05  4.94e-03  9.08e-03
0.0359934  0.07445  1.408e+07  1.076e+02  1.686e+17  0.25135  0.47262  0.50780  2.38e-05  1.76e-05  4.94e-03  9.08e-03
0.0368560  0.07513  1.405e+07  1.070e+02  1.677e+17  0.25634  0.47443  0.50599  2.42e-05  1.75e-05  4.94e-03  9.08e-03
0.0377250  0.07580  1.403e+07  1.065e+02  1.668e+17  0.26134  0.47623  0.50420  2.45e-05  1.75e-05  4.93e-03  9.08e-03
0.0386003  0.07647  1.400e+07  1.059e+02  1.659e+17  0.26634  0.47802  0.50241  2.49e-05  1.74e-05  4.93e-03  9.08e-03
0.0394822  0.07713  1.398e+07  1.054e+02  1.650e+17  0.27134  0.47981  0.50063  2.53e-05  1.73e-05  4.93e-03  9.08e-03
0.0403705  0.07779  1.396e+07  1.048e+02  1.641e+17  0.27634  0.48158  0.49886  2.57e-05  1.73e-05  4.92e-03  9.08e-03
0.0412655  0.07845  1.393e+07  1.043e+02  1.632e+17  0.28134  0.48334  0.49710  2.61e-05  1.72e-05  4.92e-03  9.08e-03
0.0421672  0.07911  1.391e+07  1.037e+02  1.624e+17  0.28634  0.48510  0.49535  2.65e-05  1.71e-05  4.92e-03  9.08e-03
0.0430755  0.07976  1.388e+07  1.032e+02  1.615e+17  0.29134  0.48684  0.49361  2.70e-05  1.71e-05  4.92e-03  9.08e-03
0.0439908  0.08041  1.386e+07  1.027e+02  1.606e+17  0.29634  0.48858  0.49187  2.74e-05  1.70e-05  4.92e-03  9.08e-03
0.0449129  0.08106  1.383e+07  1.021e+02  1.598e+17  0.30134  0.49031  0.49015  2.78e-05  1.69e-05  4.91e-03  9.08e-03
0.0458419  0.08171  1.381e+07  1.016e+02  1.589e+17  0.30633  0.49203  0.48843  2.82e-05  1.68e-05  4.91e-03  9.08e-03
0.0467780  0.08235  1.378e+07  1.011e+02  1.580e+17  0.31133  0.49374  0.48672  2.87e-05  1.68e-05  4.91e-03  9.08e-03
0.0477213  0.08299  1.376e+07  1.006e+02  1.572e+17  0.31633  0.49544  0.48502  2.91e-05  1.67e-05  4.91e-03  9.08e-03
0.0486717  0.08363  1.374e+07  1.000e+02  1.563e+17  0.32133  0.49714  0.48332  2.96e-05  1.67e-05  4.90e-03  9.08e-03
0.0496295  0.08427  1.371e+07  9.952e+01  1.555e+17  0.32633  0.49883  0.48164  3.00e-05  1.66e-05  4.90e-03  9.08e-03
0.0505946  0.08491  1.369e+07  9.900e+01  1.546e+17  0.33133  0.50051  0.47996  3.05e-05  1.65e-05  4.90e-03  9.08e-03
0.0515673  0.08555  1.366e+07  9.849e+01  1.538e+17  0.33633  0.50219  0.47829  3.10e-05  1.65e-05  4.90e-03  9.08e-03
0.0525474  0.08618  1.364e+07  9.798e+01  1.530e+17  0.34133  0.50386  0.47662  3.14e-05  1.64e-05  4.90e-03  9.08e-03
